file_name,avg_cyclomatic_complexity,halstead_volume,halstead_effort,depth_of_inheritance_tree,number_of_methods_per_class,weighted_methods_per_class,comment_density,whitespace_ratio,docstring_presence,avg_identifier_length,commit_frequency,author_count,bug_fix_ratio,code_age_days,target_bug_proneness
setup.py,0.0,34.86917501586544,97.63369004442322,0.0,0.0,0.0,0.018518518518518517,0.10185185185185185,1.0,6.857142857142857,87,31,0.12643678160919541,3566,1
tests/test_utils.py,2.3333333333333335,1703.7237708290702,9560.464325515646,0.0,2.6666666666666665,6.222222222222222,0.015337423312883436,0.13803680981595093,1.0,14.343434343434344,58,32,0.3103448275862069,3510,1
tests/conftest.py,1.0,15.509775004326936,15.509775004326936,0.0,0.0,0.0,0.06779661016949153,0.3050847457627119,0.0,8.84,5,5,0.4,3449,0
tests/test_structures.py,2.0714285714285716,169.21582985307933,369.1981742249003,0.0,6.0,12.42857142857143,0.0,0.22784810126582278,1.0,10.041666666666666,6,5,0.0,3471,0
tests/test_packages.py,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,26.0,1,1,1.0,3031,0
tests/test_testserver.py,2.4166666666666665,222.9388339674094,111.4694169837047,0.0,11.0,26.583333333333332,0.03614457831325301,0.22289156626506024,1.0,12.146341463414634,14,7,0.35714285714285715,3481,1
tests/compat.py,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,8.0,4,3,0.25,3449,0
tests/__init__.py,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.26666666666666666,1.0,12.0,7,5,0.2857142857142857,3449,0
tests/test_hooks.py,1.6666666666666667,13.931568569324174,6.965784284662087,0.0,0.0,0.0,0.0,0.34782608695652173,0.0,8.0,3,3,0.0,3473,0
tests/test_requests.py,2.8489795918367347,11210.928624058522,106757.84599103464,1.0,14.764705882352942,42.06434573829532,0.02367642222952976,0.16080236764222294,1.0,18.22242314647378,162,66,0.25308641975308643,3449,1
tests/utils.py,3.0,4.754887502163469,2.3774437510817346,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,6.75,3,3,0.0,3412,0
tests/test_adapters.py,2.0,4.754887502163469,2.3774437510817346,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,14.0,1,1,0.0,571,0
