file_name,avg_cyclomatic_complexity,halstead_volume,halstead_effort,depth_of_inheritance_tree,number_of_methods_per_class,weighted_methods_per_class,comment_density,whitespace_ratio,docstring_presence,avg_identifier_length,commit_frequency,author_count,bug_fix_ratio,code_age_days,target_bug_proneness
tests/test_basic.py,0.6405502392344498,1.0,1.0,1.0,0.01680672268907563,0.0160427807486631,0.10937134844589814,0.4593424435123798,0.0,0.8410924254853706,1.0,0.9999999999999999,0.2714285714285714,0.6962476547842402,2
tests/conftest.py,0.22368421052631582,0.010954974983044876,0.002979407371318321,0.0,0.0,0.0,0.1465821000704717,0.5022439820481435,1.0,0.4659526854219949,0.22302158273381295,0.14893617021276595,0.25,0.6962476547842402,0
tests/test_converters.py,0.3947368421052632,0.006491721215372616,0.0009808573563639506,0.5,0.044117647058823525,0.025951557093425608,0.0,0.6328029375764992,0.0,0.5223112128146453,0.02158273381294964,0.02127659574468085,0.0,0.3705440900562852,0
tests/test_logging.py,0.5864661654135339,0.02727028893570721,0.007691348755434392,0.0,0.0,0.0,0.0,0.5853269537480061,0.0,0.6642512077294686,0.10071942446043167,0.042553191489361694,0.1333333333333333,0.49849906191369603,0
tests/test_signals.py,0.6090225563909776,0.037689185303806716,0.002562567159827805,0.0,0.0,0.0,0.0,0.4447657605552341,0.0,0.7626811594202899,0.18705035971223022,0.1702127659574468,0.1481481481481481,0.6962476547842402,0
tests/test_request.py,1.0,0.02845204823539472,0.010385289646736564,0.0,0.0,0.0,0.19974391805377692,0.48109710896960706,0.0,0.5420289855072464,0.007194244604316547,0.0,0.0,0.001313320825515947,0
tests/test_async.py,0.28708133971291866,0.003377750878126499,0.00045932080540314813,0.5,0.0,0.0,0.0,0.5529920692141312,0.0,0.5817868504772005,0.07913669064748202,0.06382978723404255,0.4166666666666667,0.24615384615384617,0
tests/test_session_interface.py,0.31578947368421056,0.0019403020792744348,0.00026385045728181717,0.5,0.058823529411764705,0.02768166089965398,0.0,0.5281306715063518,1.0,0.677536231884058,0.014388489208633094,0.02127659574468085,0.0,0.25816135084427766,0
tests/test_instance_config.py,0.31578947368421056,0.06348438129482746,0.00910375785297698,0.0,0.0,0.0,0.0,0.5488721804511278,0.0,0.8277591973244148,0.14388489208633093,0.10638297872340424,0.1428571428571428,0.6962476547842402,0
tests/test_views.py,0.4736842105263158,0.06263541256717825,0.01452972922915697,1.0,0.03475935828877006,0.024536017615602396,0.018112156043190185,0.6087920951804797,0.0,0.6556159420289857,0.14388489208633093,0.14893617021276595,0.0952380952380952,0.6962476547842402,1
tests/test_json_tag.py,0.34736842105263166,0.004503667837501999,0.0007144990306271193,0.5,0.023529411764705882,0.012179930795847753,0.0,0.5039322444041137,0.0,0.5129733520336606,0.07913669064748202,0.0851063829787234,0.1666666666666666,0.5095684803001876,0
tests/test_subclassing.py,0.6315789473684211,0.0030024452250013325,0.0006124277405375308,0.5,0.029411764705882353,0.02768166089965398,0.0,0.6172248803827751,0.0,0.565217391304348,0.10791366906474821,0.06382978723404255,0.0,0.6962476547842402,1
tests/test_reqctx.py,0.5263157894736843,0.08276387216248701,0.021324467896839075,0.5,0.0196078431372549,0.015378700499807767,0.13050752928053502,0.4898288666451403,0.0,0.8708333333333333,0.2302158273381295,0.2765957446808511,0.2727272727272727,0.6962476547842402,1
tests/test_blueprints.py,0.6215005599104144,0.4255688190915134,0.2645137575826197,0.5,0.00980392156862745,0.009079977422758841,0.06286266924564783,0.5502053004852554,0.0,0.9138198757763976,0.41007194244604317,0.3404255319148936,0.3275862068965517,0.6962476547842402,2
tests/test_config.py,0.5263157894736843,0.07581174193128365,0.04177939068561734,0.5,0.0,0.0,0.03766751177109724,0.43384357307611643,0.0,0.7881543921916594,0.2517985611510791,0.2127659574468085,0.2222222222222222,0.6962476547842402,0
tests/test_user_error_handler.py,0.645933014354067,0.0655665775783954,0.020876533827566483,0.5,0.01838235294117647,0.017694243472790184,0.0159705159705156,0.5234708392603127,1.0,0.8403245560318433,0.13669064748201437,0.23404255319148934,0.5,0.6566604127579738,0
tests/test_helpers.py,0.4078947368421053,0.09073981130846961,0.03184305061021106,0.5,0.06334841628959276,0.0385059000975956,0.16003787878787848,0.5175438596491226,1.0,0.7290879017013233,0.8057553956834533,0.8510638297872339,0.2743362831858407,0.6962476547842402,1
tests/test_json.py,0.3638443935926774,0.0648046625180509,0.022417537347852942,0.5,0.058823529411764705,0.03189408755829698,0.0272465286874508,0.40239648111633536,1.0,0.56262077294686,0.05755395683453238,0.042553191489361694,0.1111111111111111,0.27560975609756094,0
tests/test_cli.py,0.5250000000000001,0.23598145523216493,0.11880036294054064,0.0,0.03571428571428571,0.027941176470588233,0.26897711108237415,0.44748072171894887,1.0,0.639246894409938,0.6043165467625901,0.6595744680851063,0.2588235294117647,0.5812382739212008,1
tests/test_templating.py,0.6217105263157896,0.2536478893810278,0.11252744913054576,0.5,0.014705882352941176,0.013624567474048443,0.05321507760532127,0.5240446331588822,1.0,0.9645413573700954,0.26618705035971224,0.2765957446808511,0.1578947368421052,0.6962476547842402,0
tests/test_appctx.py,0.4849624060150377,0.0558927441084699,0.024742154087702334,0.0,0.029411764705882353,0.021255561047948592,0.13506493506493475,0.5588972431077694,0.0,1.0,0.2014388489208633,0.2127659574468085,0.1724137931034483,0.6962476547842402,1
tests/test_regression.py,0.7894736842105264,0.003160848517730941,0.0002149127539753318,0.5,0.0,0.0,0.15249266862170072,0.5585738539898133,0.0,0.3458850931677019,0.16546762589928057,0.1276595744680851,0.0833333333333333,0.6962476547842402,0
tests/test_testing.py,0.5242105263157895,0.13439201036483384,0.06110767385840676,0.5,0.00980392156862745,0.007658592848904267,0.11022138483278378,0.5364057812926095,1.0,0.7421792152704136,0.3669064748201439,0.2765957446808511,0.1153846153846153,0.6962476547842402,1
tests/test_apps/blueprintapp/__init__.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5789473684210527,0.0,0.3467391304347826,0.014388489208633094,0.042553191489361694,0.0,0.6962476547842402,0
tests/test_apps/blueprintapp/apps/frontend/__init__.py,0.15789473684210528,0.0,0.0,0.0,0.0,0.0,0.0,0.7894736842105263,0.0,0.6077898550724637,0.014388489208633094,0.042553191489361694,0.0,0.6962476547842402,0
tests/test_apps/blueprintapp/apps/admin/__init__.py,0.15789473684210528,0.0,0.0,0.0,0.0,0.0,0.0,0.5488721804511278,0.0,0.4782608695652174,0.014388489208633094,0.042553191489361694,0.0,0.6962476547842402,0
tests/test_apps/helloworld/hello.py,0.15789473684210528,0.0,0.0,0.0,0.0,0.0,0.0,0.8830409356725146,0.0,0.31385869565217395,0.007194244604316547,0.02127659574468085,0.5,0.5071294559099437,0
tests/test_apps/helloworld/wsgi.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.007194244604316547,0.02127659574468085,1.0,0.5071294559099437,0
tests/test_apps/subdomaintestmodule/__init__.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.338768115942029,0.014388489208633094,0.042553191489361694,0.0,0.6962476547842402,0
tests/test_apps/cliapp/importerrorapp.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.45833333333333337,0.02158273381294964,0.042553191489361694,0.25,0.5384615384615385,0
tests/test_apps/cliapp/factory.py,0.15789473684210528,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3786231884057971,0.04316546762589929,0.042553191489361694,0.1428571428571428,0.5110694183864916,0
tests/test_apps/cliapp/multiapp.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7894736842105263,0.0,0.25905797101449274,0.02158273381294964,0.042553191489361694,0.25,0.5812382739212008,0
tests/test_apps/cliapp/app.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3586956521739131,0.02158273381294964,0.042553191489361694,0.25,0.5812382739212008,0
tests/test_apps/cliapp/inner1/__init__.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4782608695652174,0.0,0.0,0.0,0.501688555347092,0
